,FP_raw,TP_raw,FP_adj,TP_adj,labels,setting
272,1.0,0.0,0.0,0.0,fold change,0.1
273,448.0,70.0,0.0,0.0,t-test-1,0.1
274,413.0,64.0,0.0,0.0,t-test-2,0.1
275,470.0,94.0,1.0,0.0,modT-1,0.1
276,470.0,94.0,1.0,0.0,modT-2,0.1
277,427.0,88.0,1.0,0.0,modT-1 trend,0.1
278,459.0,93.0,1.0,0.0,modT-2 trend,0.1
279,488.0,98.0,0.0,0.0,cyberT,0.1
280,1.0,0.0,0.0,0.0,fold change,0.1
281,461.0,61.0,0.0,0.0,t-test-1,0.1
282,448.0,65.0,0.0,0.0,t-test-2,0.1
283,434.0,81.0,0.0,0.0,modT-1,0.1
284,443.0,84.0,1.0,0.0,modT-2,0.1
285,462.0,86.0,0.0,0.0,modT-1 trend,0.1
286,445.0,85.0,1.0,0.0,modT-2 trend,0.1
287,492.0,84.0,0.0,0.0,cyberT,0.1
288,1.0,2.0,0.0,0.0,fold change,0.1
289,439.0,63.0,0.0,1.0,t-test-1,0.1
290,467.0,65.0,1.0,0.0,t-test-2,0.1
291,459.0,69.0,0.0,0.0,modT-1,0.1
292,469.0,69.0,0.0,0.0,modT-2,0.1
293,440.0,69.0,0.0,0.0,modT-1 trend,0.1
294,465.0,70.0,0.0,0.0,modT-2 trend,0.1
295,484.0,80.0,0.0,0.0,cyberT,0.1
296,4.0,1.0,0.0,0.0,fold change,0.1
297,459.0,64.0,0.0,0.0,t-test-1,0.1
298,474.0,57.0,0.0,0.0,t-test-2,0.1
299,468.0,80.0,0.0,0.0,modT-1,0.1
300,480.0,80.0,0.0,0.0,modT-2,0.1
301,474.0,81.0,0.0,0.0,modT-1 trend,0.1
302,476.0,80.0,0.0,0.0,modT-2 trend,0.1
303,501.0,81.0,0.0,0.0,cyberT,0.1
304,0.0,2.0,0.0,0.0,fold change,0.1
305,444.0,57.0,0.0,0.0,t-test-1,0.1
306,408.0,71.0,0.0,0.0,t-test-2,0.1
307,391.0,96.0,0.0,0.0,modT-1,0.1
308,401.0,98.0,0.0,0.0,modT-2,0.1
309,387.0,95.0,0.0,2.0,modT-1 trend,0.1
310,406.0,98.0,0.0,0.0,modT-2 trend,0.1
311,430.0,106.0,0.0,0.0,cyberT,0.1
312,0.0,1.0,0.0,0.0,fold change,0.1
313,462.0,59.0,0.0,0.0,t-test-1,0.1
314,462.0,53.0,0.0,0.0,t-test-2,0.1
315,423.0,66.0,0.0,0.0,modT-1,0.1
316,441.0,68.0,0.0,0.0,modT-2,0.1
317,408.0,61.0,0.0,0.0,modT-1 trend,0.1
318,434.0,67.0,0.0,0.0,modT-2 trend,0.1
319,468.0,66.0,0.0,0.0,cyberT,0.1
320,2.0,1.0,0.0,0.0,fold change,0.1
321,443.0,63.0,0.0,0.0,t-test-1,0.1
322,412.0,59.0,0.0,0.0,t-test-2,0.1
323,438.0,79.0,0.0,0.0,modT-1,0.1
324,436.0,79.0,0.0,0.0,modT-2,0.1
325,428.0,68.0,0.0,0.0,modT-1 trend,0.1
326,435.0,77.0,0.0,0.0,modT-2 trend,0.1
327,446.0,76.0,0.0,0.0,cyberT,0.1
328,3.0,1.0,0.0,0.0,fold change,0.1
329,472.0,68.0,0.0,0.0,t-test-1,0.1
330,430.0,65.0,0.0,0.0,t-test-2,0.1
331,443.0,73.0,0.0,0.0,modT-1,0.1
332,467.0,76.0,0.0,0.0,modT-2,0.1
333,438.0,70.0,0.0,0.0,modT-1 trend,0.1
334,465.0,74.0,0.0,0.0,modT-2 trend,0.1
335,477.0,77.0,0.0,0.0,cyberT,0.1
336,0.0,1.0,0.0,0.0,fold change,0.1
337,475.0,44.0,0.0,0.0,t-test-1,0.1
338,463.0,70.0,0.0,0.0,t-test-2,0.1
339,453.0,61.0,0.0,0.0,modT-1,0.1
340,442.0,59.0,0.0,0.0,modT-2,0.1
341,455.0,61.0,0.0,0.0,modT-1 trend,0.1
342,439.0,60.0,0.0,0.0,modT-2 trend,0.1
343,483.0,62.0,0.0,0.0,cyberT,0.1
344,1.0,0.0,0.0,0.0,fold change,0.1
345,448.0,70.0,0.0,0.0,t-test-1,0.1
346,479.0,80.0,0.0,0.0,t-test-2,0.1
347,443.0,75.0,0.0,0.0,modT-1,0.1
348,462.0,75.0,0.0,0.0,modT-2,0.1
349,485.0,80.0,1.0,0.0,modT-1 trend,0.1
350,461.0,73.0,0.0,0.0,modT-2 trend,0.1
351,473.0,80.0,0.0,0.0,cyberT,0.1
352,1.0,0.0,0.0,0.0,fold change,0.1
353,458.0,79.0,0.0,0.0,t-test-1,0.1
354,476.0,69.0,0.0,0.0,t-test-2,0.1
355,493.0,76.0,0.0,0.0,modT-1,0.1
356,486.0,74.0,0.0,0.0,modT-2,0.1
357,532.0,83.0,1.0,0.0,modT-1 trend,0.1
358,481.0,74.0,0.0,0.0,modT-2 trend,0.1
359,504.0,86.0,0.0,0.0,cyberT,0.1
360,1.0,0.0,0.0,0.0,fold change,0.1
361,434.0,67.0,0.0,0.0,t-test-1,0.1
362,442.0,65.0,0.0,0.0,t-test-2,0.1
363,461.0,70.0,0.0,0.0,modT-1,0.1
364,461.0,71.0,0.0,0.0,modT-2,0.1
365,482.0,68.0,0.0,0.0,modT-1 trend,0.1
366,459.0,71.0,0.0,0.0,modT-2 trend,0.1
367,479.0,79.0,0.0,0.0,cyberT,0.1
368,4.0,0.0,0.0,0.0,fold change,0.1
369,443.0,58.0,0.0,0.0,t-test-1,0.1
370,453.0,49.0,0.0,1.0,t-test-2,0.1
371,436.0,74.0,0.0,0.0,modT-1,0.1
372,438.0,75.0,0.0,0.0,modT-2,0.1
373,421.0,74.0,0.0,0.0,modT-1 trend,0.1
374,435.0,75.0,0.0,0.0,modT-2 trend,0.1
375,475.0,74.0,0.0,0.0,cyberT,0.1
376,7.0,1.0,0.0,0.0,fold change,0.1
377,473.0,68.0,0.0,0.0,t-test-1,0.1
378,453.0,71.0,0.0,0.0,t-test-2,0.1
379,427.0,70.0,0.0,0.0,modT-1,0.1
380,440.0,70.0,0.0,0.0,modT-2,0.1
381,457.0,83.0,0.0,0.0,modT-1 trend,0.1
382,443.0,71.0,0.0,0.0,modT-2 trend,0.1
383,484.0,82.0,0.0,0.0,cyberT,0.1
384,2.0,3.0,0.0,0.0,fold change,0.1
385,433.0,59.0,0.0,0.0,t-test-1,0.1
386,418.0,75.0,0.0,0.0,t-test-2,0.1
387,457.0,85.0,0.0,0.0,modT-1,0.1
388,454.0,85.0,0.0,0.0,modT-2,0.1
389,399.0,75.0,0.0,0.0,modT-1 trend,0.1
390,452.0,87.0,0.0,0.0,modT-2 trend,0.1
391,461.0,92.0,0.0,0.0,cyberT,0.1
392,1.0,1.0,0.0,0.0,fold change,0.1
393,450.0,50.0,0.0,0.0,t-test-1,0.1
394,464.0,72.0,0.0,0.0,t-test-2,0.1
395,408.0,79.0,0.0,0.0,modT-1,0.1
396,413.0,80.0,0.0,0.0,modT-2,0.1
397,376.0,77.0,0.0,0.0,modT-1 trend,0.1
398,420.0,80.0,0.0,0.0,modT-2 trend,0.1
399,445.0,90.0,0.0,0.0,cyberT,0.1
400,3.0,2.0,0.0,0.0,fold change,0.1
401,466.0,71.0,0.0,0.0,t-test-1,0.1
402,453.0,80.0,0.0,1.0,t-test-2,0.1
403,441.0,81.0,0.0,0.0,modT-1,0.1
404,428.0,80.0,0.0,0.0,modT-2,0.1
405,477.0,96.0,1.0,2.0,modT-1 trend,0.1
406,429.0,80.0,0.0,0.0,modT-2 trend,0.1
407,458.0,88.0,0.0,0.0,cyberT,0.1
408,2.0,0.0,0.0,0.0,fold change,0.1
409,432.0,52.0,0.0,0.0,t-test-1,0.1
410,475.0,61.0,0.0,0.0,t-test-2,0.1
411,457.0,80.0,0.0,0.0,modT-1,0.1
412,444.0,80.0,0.0,0.0,modT-2,0.1
413,438.0,74.0,0.0,0.0,modT-1 trend,0.1
414,440.0,78.0,0.0,0.0,modT-2 trend,0.1
415,486.0,82.0,0.0,0.0,cyberT,0.1
416,1.0,0.0,0.0,0.0,fold change,0.1
417,449.0,52.0,0.0,0.0,t-test-1,0.1
418,456.0,50.0,0.0,0.0,t-test-2,0.1
419,444.0,70.0,0.0,0.0,modT-1,0.1
420,452.0,71.0,0.0,0.0,modT-2,0.1
421,471.0,72.0,0.0,0.0,modT-1 trend,0.1
422,452.0,70.0,0.0,0.0,modT-2 trend,0.1
423,489.0,70.0,0.0,0.0,cyberT,0.1
424,1.0,0.0,0.0,0.0,fold change,0.1
425,464.0,65.0,0.0,0.0,t-test-1,0.1
426,468.0,72.0,0.0,0.0,t-test-2,0.1
427,432.0,74.0,0.0,0.0,modT-1,0.1
428,445.0,74.0,0.0,0.0,modT-2,0.1
429,465.0,82.0,0.0,0.0,modT-1 trend,0.1
430,446.0,76.0,0.0,0.0,modT-2 trend,0.1
431,472.0,75.0,0.0,0.0,cyberT,0.1
432,0.0,1.0,0.0,0.0,fold change,0.1
433,487.0,77.0,0.0,0.0,t-test-1,0.1
434,483.0,84.0,0.0,0.0,t-test-2,0.1
435,451.0,83.0,0.0,0.0,modT-1,0.1
436,484.0,84.0,0.0,0.0,modT-2,0.1
437,454.0,79.0,0.0,0.0,modT-1 trend,0.1
438,480.0,84.0,0.0,0.0,modT-2 trend,0.1
439,515.0,96.0,0.0,0.0,cyberT,0.1
440,1.0,0.0,0.0,0.0,fold change,0.1
441,473.0,54.0,0.0,0.0,t-test-1,0.1
442,476.0,60.0,0.0,0.0,t-test-2,0.1
443,455.0,88.0,0.0,0.0,modT-1,0.1
444,450.0,88.0,0.0,0.0,modT-2,0.1
445,441.0,88.0,0.0,0.0,modT-1 trend,0.1
446,448.0,86.0,0.0,0.0,modT-2 trend,0.1
447,491.0,91.0,0.0,0.0,cyberT,0.1
448,3.0,0.0,0.0,0.0,fold change,0.1
449,450.0,60.0,0.0,0.0,t-test-1,0.1
450,425.0,65.0,0.0,0.0,t-test-2,0.1
451,414.0,70.0,0.0,0.0,modT-1,0.1
452,430.0,75.0,0.0,0.0,modT-2,0.1
453,395.0,64.0,0.0,0.0,modT-1 trend,0.1
454,429.0,74.0,0.0,0.0,modT-2 trend,0.1
455,467.0,76.0,0.0,0.0,cyberT,0.1
456,2.0,0.0,0.0,0.0,fold change,0.1
457,450.0,63.0,0.0,0.0,t-test-1,0.1
458,452.0,71.0,0.0,0.0,t-test-2,0.1
459,410.0,80.0,0.0,0.0,modT-1,0.1
460,443.0,80.0,0.0,0.0,modT-2,0.1
461,443.0,83.0,0.0,0.0,modT-1 trend,0.1
462,439.0,80.0,0.0,0.0,modT-2 trend,0.1
463,460.0,79.0,0.0,0.0,cyberT,0.1
464,1.0,0.0,0.0,0.0,fold change,0.1
465,430.0,62.0,0.0,0.0,t-test-1,0.1
466,430.0,73.0,0.0,0.0,t-test-2,0.1
467,431.0,74.0,1.0,0.0,modT-1,0.1
468,434.0,74.0,1.0,0.0,modT-2,0.1
469,457.0,84.0,1.0,1.0,modT-1 trend,0.1
470,433.0,74.0,1.0,0.0,modT-2 trend,0.1
471,472.0,88.0,0.0,0.0,cyberT,0.1
472,1.0,0.0,0.0,0.0,fold change,0.1
473,434.0,59.0,0.0,0.0,t-test-1,0.1
474,448.0,77.0,0.0,0.0,t-test-2,0.1
475,437.0,76.0,1.0,0.0,modT-1,0.1
476,438.0,76.0,1.0,0.0,modT-2,0.1
477,461.0,82.0,1.0,0.0,modT-1 trend,0.1
478,437.0,75.0,1.0,0.0,modT-2 trend,0.1
479,460.0,79.0,0.0,0.0,cyberT,0.1
480,1.0,0.0,0.0,0.0,fold change,0.1
481,463.0,51.0,0.0,0.0,t-test-1,0.1
482,464.0,67.0,0.0,0.0,t-test-2,0.1
483,476.0,70.0,0.0,0.0,modT-1,0.1
484,476.0,70.0,0.0,0.0,modT-2,0.1
485,494.0,74.0,3.0,1.0,modT-1 trend,0.1
486,471.0,70.0,0.0,0.0,modT-2 trend,0.1
487,500.0,72.0,0.0,0.0,cyberT,0.1
488,2.0,2.0,0.0,0.0,fold change,0.1
489,428.0,63.0,0.0,0.0,t-test-1,0.1
490,451.0,65.0,0.0,0.0,t-test-2,0.1
491,425.0,70.0,0.0,0.0,modT-1,0.1
492,441.0,73.0,0.0,0.0,modT-2,0.1
493,446.0,71.0,0.0,0.0,modT-1 trend,0.1
494,440.0,76.0,0.0,0.0,modT-2 trend,0.1
495,468.0,72.0,0.0,0.0,cyberT,0.1
496,1.0,0.0,0.0,0.0,fold change,0.1
497,486.0,70.0,0.0,0.0,t-test-1,0.1
